_RAJ2000;_DEJ2000;Name;GLON;GLAT;z;Mbh;e_Mbh;Dist;SimbadName;NED;_RA.icrs;_DE.icrs
325.6359791;-29.3674557;ESO 466- G 001         ;018.33595;-48.62260; 0.02367; 269.425; 134.712; 97.2;ESO 466- G 001         ;NED;325.63598;-29.36746
308.3300412;-25.4744685;NGC 6924               ;018.76317;-32.79595; 0.02044; 458.344; 229.172; 83.9;NGC 6924               ;NED;308.33004;-25.47447
287.4576404;-17.9284290;ESO 593- G 001         ;018.77694;-12.01970; 0.02235; 343.983; 171.991; 91.8;ESO 593- G 001         ;NED;287.45764;-17.92843
328.4959472;-29.2891278;NGC 7152               ;019.01737;-51.07820; 0.02179; 139.310;  69.655; 89.5;NGC 7152               ;NED;328.49595;-29.28913
327.6617327;-29.1828479;ESO 466- G 012         ;019.02132;-50.34254; 0.02334; 159.309;  79.655; 95.8;ESO 466- G 012         ;NED;327.66173;-29.18285
308.9845060;-25.2799922;NGC 6936               ;019.19201;-33.30415; 0.01949; 333.845; 166.923; 80.1;NGC 6936               ;NED;308.98451;-25.27999
305.1904097;-24.1282132;ESO 527- G 019         ;019.23826;-29.67036; 0.01040;  36.108;  18.054; 42.7;ESO 527- G 019         ;NED;305.19041;-24.12821
328.6474814;-29.0636546;NGC 7153               ;019.40254;-51.17776; 0.02336; 349.539; 174.770; 95.9;NGC 7153               ;NED;328.64748;-29.06365
233.8467084;+12.0472793;NGC 5957               ;019.69684;+48.78034; 0.00609;  38.088;  19.044; 25.0;NGC 5957               ;NED;233.84671;+12.04728
319.5896767;-27.3480855;ESO 464- G 031         ;019.75750;-43.01916; 0.02178; 166.044;  83.022; 89.4;ESO 464- G 031         ;NED;319.58968;-27.34809
312.4467539;-25.6987178;ESO 529- G 005         ;019.78236;-36.41982; 0.01980; 182.849;  91.425; 81.3;ESO 529- G 005         ;NED;312.44675;-25.69872
329.4802743;-28.8041260;ESO 466- G 021         ;019.98160;-51.86241; 0.02308; 549.821; 274.911; 94.8;ESO 466- G 021         ;NED;329.48027;-28.80413
232.5034366;+12.9892835;NGC 5936               ;020.05761;+50.37791; 0.01336; 189.819;  94.910; 54.8;NGC 5936               ;NED;232.50344;+12.98928
329.3654851;-28.7369568;ESO 466- G 019         ;020.06578;-51.75320; 0.02283; 175.973;  87.987; 93.7;ESO 466- G 019         ;NED;329.36548;-28.73696
332.1017003;-29.0512100;NGC 7208               ;020.07809;-54.16925; 0.00886;  24.398;  12.199; 36.4;NGC 7208               ;NED;332.10170;-29.05121
333.6481185;-29.1607118;ESO 467- G 026         ;020.16092;-55.52397; 0.01261; 123.470;  61.735; 51.8;ESO 467- G 026         ;NED;333.64812;-29.16071
329.2594920;-28.6182922;ESO 466- G 018         ;020.23328;-51.64388; 0.01974; 151.446;  75.723; 81.1;ESO 466- G 018         ;NED;329.25949;-28.61829
288.8054715;-16.9376801;2MASX J19151351-1656153;020.25081;-12.77000; 0.02381; 203.848; 101.924; 97.8;2MASX J19151351-1656153;NED;288.80547;-16.93768
330.8453186;-28.7696493;ESO 466- G 048         ;020.31029;-53.04237; 0.01955; 188.140;  94.070; 80.3;ESO 466- G 048         ;NED;330.84532;-28.76965
329.6796070;-28.4662362;ESO 466- G 026         ;020.56494;-51.98635; 0.02065; 340.876; 170.438; 84.8;ESO 466- G 026         ;NED;329.67961;-28.46624
299.6286501;-20.8450128;ESO 595- G 005         ;020.71461;-23.71749; 0.01993; 121.588;  60.794; 81.9;ESO 595- G 005         ;NED;299.62865;-20.84501
253.2452853;+02.4009421;NGC 6240               ;020.72899;+27.29101; 0.02448; 878.639; 439.319;100.5;NGC 6240               ;NED;253.24529;+02.40094
330.2375741;-28.3620658;ESO 466- G 033         ;020.85188;-52.45623; 0.02385; 183.639;  91.819; 97.9;ESO 466- G 033         ;NED;330.23757;-28.36207
335.7729556;-28.9548761;NGC 7259               ;020.88769;-57.34902; 0.00594;  11.302;   5.651; 24.4;NGC 7259               ;NED;335.77296;-28.95488
221.9259952;+18.5020171;NGC 5760               ;021.21774;+61.93239; 0.01970; 189.810;  94.905; 80.9;NGC 5760               ;NED;221.92600;+18.50202
350.6373151;-29.2807438;NGC 7636               ;021.43424;-70.32812; 0.02340; 190.275;  95.138; 96.1;NGC 7636               ;NED;350.63731;-29.28074
307.3024953;-22.6717088;ESO 528- G 008         ;021.56036;-31.03550; 0.01958; 275.981; 137.991; 80.4;ESO 528- G 008         ;NED;307.30250;-22.67171
300.5887789;-20.2253649;ESO 595- G 008         ;021.70635;-24.32727; 0.01952; 246.902; 123.451; 80.2;ESO 595- G 008         ;NED;300.58878;-20.22536
311.6550498;-23.6304925;ESO 529- G 001         ;021.96938;-35.13630; 0.02009; 228.652; 114.326; 82.5;ESO 529- G 001         ;NED;311.65505;-23.63049
335.7419161;-28.3451829;NGC 7258               ;022.00379;-57.25443; 0.01282;  70.549;  35.275; 52.6;NGC 7258               ;NED;335.74192;-28.34518
329.5434832;-27.3921712;ESO 466- G 024         ;022.24955;-51.69514; 0.01811; 201.362; 100.681; 74.4;ESO 466- G 024         ;NED;329.54348;-27.39217
329.7459416;-27.4139521;IC 5149                ;022.26479;-51.87595; 0.01810; 120.642;  60.321; 74.3;IC 5149                ;NED;329.74594;-27.41395
333.7298684;-27.9336770;ESO 467- G 030         ;022.32528;-55.44186; 0.01343;  62.414;  31.207; 55.1;ESO 467- G 030         ;NED;333.72987;-27.93368
266.6360259;-03.0868934;2MASX J17463268-0305129;022.58015;+12.92838; 0.02379; 178.931;  89.466; 97.7;2MASX J17463268-0305129;NED;266.63603;-03.08689
333.6653725;-27.6630950;ESO 467- G 028         ;022.78236;-55.34655; 0.01773; 137.897;  68.949; 72.8;ESO 467- G 028         ;NED;333.66537;-27.66309
194.7575332;+26.8157060;NGC 4859               ;022.89523;+88.27979; 0.02390; 249.826; 124.913; 98.1;NGC 4859               ;NED;194.75753;+26.81571
333.3805396;-27.5580677;ESO 467- G 023         ;022.89846;-55.08132; 0.01757; 241.423; 120.711; 72.2;ESO 467- G 023         ;NED;333.38054;-27.55807
243.2368891;+09.8671600;NGC 6081               ;022.91941;+39.59181; 0.01726; 243.512; 121.756; 70.9;NGC 6081               ;NED;243.23689;+09.86716
334.0622899;-27.4028411;ESO 467- G 037         ;023.32953;-55.65569; 0.01857; 277.429; 138.714; 76.3;ESO 467- G 037         ;NED;334.06229;-27.40284
348.0316052;-28.5396579;NGC 7507               ;023.44291;-68.03821; 0.00522; 290.183; 145.091; 21.5;NGC 7507               ;NED;348.03161;-28.53966
270.1328131;-04.0148019;2MASX J18003191-0400533;023.44980;+09.41929; 0.01404;  60.577;  30.288; 57.7;2MASX J18003191-0400533;NED;270.13281;-04.01480
219.7294962;+20.5066265;NGC 5702               ;023.64793;+64.59929; 0.01805; 197.169;  98.584; 74.1;NGC 5702               ;NED;219.72950;+20.50663
233.6348909;+15.1937777;NGC 5953               ;023.91784;+50.34615; 0.00655;  60.053;  30.026; 26.9;NGC 5953               ;NED;233.63489;+15.19378
348.3084339;-28.3575480;NGC 7513               ;023.95955;-68.27370; 0.00522;  46.071;  23.036; 21.4;NGC 7513               ;NED;348.30843;-28.35755
325.9104795;-25.3516396;NGC 7115               ;024.34071;-48.09733; 0.01157;  69.240;  34.620; 47.5;NGC 7115               ;NED;325.91048;-25.35164
334.0203288;-26.6802849;ESO 533- G 006         ;024.58055;-55.50264; 0.02345; 180.000;  90.000; 96.3;ESO 533- G 006         ;NED;334.02033;-26.68028
338.3185812;-27.2466492;NGC 7306               ;024.63302;-59.37498; 0.01180;  90.204;  45.102; 48.5;NGC 7306               ;NED;338.31858;-27.24665
305.9368164;-19.3254265;NGC 6903               ;024.68258;-28.69163; 0.01090; 356.058; 178.029; 44.8;NGC 6903               ;NED;305.93682;-19.32543
256.6723307;+04.9043045;CGCG 054-001           ;025.01044;+25.48665; 0.02286; 176.112;  88.056; 93.9;Z 054-001              ;NED;256.67233;+04.90430
265.6331577;+00.2168059;UGC 10948              ;025.08292;+15.38423; 0.02330; 540.271; 270.135; 95.7;UGC 10948              ;NED;265.63316;+00.21681
303.0848707;-17.5917646;ESO 596- G 003         ;025.37159;-25.53775; 0.01937; 143.733;  71.867; 79.5;ESO 596- G 003         ;NED;303.08487;-17.59176
238.5580117;+14.6012237;NGC 6012               ;026.03007;+45.76391; 0.00618;  37.629;  18.815; 25.4;NGC 6012               ;NED;238.55801;+14.60122
194.1159982;+26.9874270;NGC 4819               ;026.04506;+88.87219; 0.02156; 269.032; 134.516; 88.5;NGC 4819               ;NED;194.11600;+26.98743
195.0146634;+26.8980660;NGC 4892               ;026.58595;+88.06622; 0.01970; 140.506;  70.253; 80.9;NGC 4892               ;NED;195.01466;+26.89807
304.6818080;-16.9459721;IC 1313                ;026.68151;-26.70363; 0.01104; 113.983;  56.992; 45.4;IC 1313                ;NED;304.68181;-16.94597
226.8637369;+19.5976010;NGC 5857               ;026.69286;+57.99476; 0.01590; 188.902;  94.451; 65.3;NGC 5857               ;NED;226.86374;+19.59760
332.7219519;-25.0728631;ESO 532- G 026         ;026.92885;-54.04846; 0.01640; 118.078;  59.039; 67.3;ESO 532- G 026         ;NED;332.72195;-25.07286
231.5119844;+18.0736312;NGC 5928               ;026.93078;+53.34116; 0.01497; 222.347; 111.173; 61.5;NGC 5928               ;NED;231.51198;+18.07363
336.3779629;-25.6457880;ESO 533- G 025         ;027.10722;-57.39986; 0.01488; 159.439;  79.719; 61.1;ESO 533- G 025         ;NED;336.37796;-25.64579
270.8643618;-00.2953004;CGCG 028-004           ;027.13221;+10.52195; 0.02478; 589.916; 294.958;101.8;Z 028-004              ;NED;270.86436;-00.29530
009.8260936;-27.3492979;ESO 411- G 003         ;027.55320;-87.29402; 0.02295; 209.756; 104.878; 94.2;ESO 411- G 003         ;NED;009.82609;-27.34930
338.1258352;-25.6620063;IC 5226                ;027.63106;-58.95112; 0.01918; 305.085; 152.542; 78.8;                       ;NED;338.12584;-25.66201
241.1320946;+14.8191700;UGC 10169              ;027.72332;+43.57377; 0.01527;  76.294;  38.147; 62.7;UGC 10169              ;NED;241.13209;+14.81917
259.1232480;+06.4310529;UGC 10779              ;027.73686;+24.02049; 0.02342; 294.858; 147.429; 96.2;UGC 10779              ;NED;259.12325;+06.43105
339.6725077;-25.8507031;ESO 534- G 009         ;027.75408;-60.35547; 0.01129; 141.086;  70.543; 46.4;ESO 534- G 009         ;NED;339.67251;-25.85070
259.0999528;+06.5598842;UGC 10778              ;027.85128;+24.09934; 0.02170; 323.674; 161.837; 89.1;UGC 10778              ;NED;259.09995;+06.55988
339.7147502;-25.7090641;ESO 534- G 010         ;028.04954;-60.36812; 0.01041;  73.625;  36.812; 42.8;ESO 534- G 010         ;NED;339.71475;-25.70906
259.0212051;+06.8404907;UGC 10775              ;028.08729;+24.29559; 0.02252; 273.382; 136.691; 92.5;UGC 10775              ;NED;259.02120;+06.84049
241.3618070;+15.0252539;IC 1174                ;028.10577;+43.45207; 0.01570; 111.743;  55.872; 64.5;IC 1174                ;NED;241.36181;+15.02525
239.3740166;+15.8726106;NGC 6018               ;028.14692;+45.54682; 0.01740; 171.686;  85.843; 71.5;NGC 6018               ;NED;239.37402;+15.87261
239.3778039;+15.9561367;NGC 6021               ;028.25896;+45.57574; 0.01582; 170.330;  85.165; 65.0;NGC 6021               ;NED;239.37780;+15.95614
220.5931969;+22.3327693;UGC 09480              ;028.26432;+64.41246; 0.01510;  71.935;  35.968; 62.0;UGC 09480              ;NED;220.59320;+22.33277
193.3170338;+27.0944275;CGCG 159-104           ;028.28878;+89.59132; 0.02054; 145.556;  72.778; 84.4;Z 159-104              ;NED;193.31703;+27.09443
335.1865197;-24.6783160;NGC 7252               ;028.43888;-56.14821; 0.01598; 310.141; 155.070; 65.6;NGC 7252               ;NED;335.18652;-24.67832
260.5848315;+06.6382689;CGCG 054-024           ;028.65149;+22.81752; 0.02262; 316.679; 158.339; 92.9;Z 054-024              ;NED;260.58483;+06.63827
257.8779977;+07.9946041;UGC 10743              ;028.66816;+25.82537; 0.00857;  32.557;  16.279; 35.2;UGC 10743              ;NED;257.87800;+07.99460
305.2674738;-15.1658238;2MASX J20210419-1509571;028.76131;-26.53464; 0.02156; 188.488;  94.244; 88.5;2MASX J20210419-1509571;NED;305.26747;-15.16582
337.1496658;-24.8441729;NGC 7284               ;028.83435;-57.92558; 0.01561; 459.638; 229.819; 64.1;NGC 7284               ;NED;337.14967;-24.84417
239.0982385;+16.5232801;CGCG 108-012           ;028.86400;+46.04031; 0.01582;  91.810;  45.905; 65.0;Z 108-012              ;NED;239.09824;+16.52328
222.2746833;+22.1977757;UGC 09539              ;028.96682;+62.88193; 0.02119; 152.086;  76.043; 87.0;UGC 09539              ;NED;222.27468;+22.19778
259.3890628;+07.6619430;CGCG 054-020           ;029.07264;+24.33627; 0.02124; 190.958;  95.479; 87.2;Z 054-020              ;NED;259.38906;+07.66194
256.5796641;+10.3751302;UGC 10699              ;030.44487;+28.01634; 0.02093; 152.394;  76.197; 86.0;UGC 10699              ;NED;256.57966;+10.37513
237.4369738;+18.5268827;UGC 10050              ;030.76578;+48.24288; 0.01408; 110.445;  55.223; 57.8;UGC 10050              ;NED;237.43697;+18.52688
214.8032532;+24.7985982;NGC 5559               ;031.13214;+70.15940; 0.01723; 149.437;  74.719; 70.8;NGC 5559               ;NED;214.80325;+24.79860
216.0953720;+24.6144076;NGC 5610               ;031.29720;+68.97260; 0.01689; 183.208;  91.604; 69.4;NGC 5610               ;NED;216.09537;+24.61441
200.4965706;+26.7337339;IC 4230                ;031.35225;+83.18077; 0.02428; 225.316; 112.658; 99.7;IC 4230                ;NED;200.49657;+26.73373
304.2766851;-12.0970741;MCG -02-51-008         ;031.44014;-24.41407; 0.01861; 175.668;  87.834; 76.4;MCG -02-51-008         ;NED;304.27668;-12.09707
237.3567497;+19.0320168;NGC 6003               ;031.44099;+48.48720; 0.01313;  90.126;  45.063; 53.9;NGC 6003               ;NED;237.35675;+19.03202
240.4640517;+17.9574148;NGC 6030               ;031.45812;+45.35067; 0.01470; 162.638;  81.319; 60.4;NGC 6030               ;NED;240.46405;+17.95741
333.2934435;-22.4450269;ESO 532- G 034         ;031.48120;-53.92078; 0.01753;  95.610;  47.805; 72.0;ESO 532- G 034         ;NED;333.29344;-22.44503
276.1600223;+01.8188067;2MASX J18243841+0149078;031.49377;+06.79096; 0.00949;  60.690;  30.345; 39.0;2MASX J18243841+0149078;NED;276.16002;+01.81881
305.2833583;-12.3589058;NGC 6898               ;031.62618;-25.41807; 0.01917; 233.470; 116.735; 78.7;NGC 6898               ;NED;305.28336;-12.35891
214.4980196;+25.1367504;NGC 5548               ;031.96046;+70.49580; 0.01717; 334.180; 167.090; 70.5;NGC 5548               ;NED;214.49802;+25.13675
333.3594837;-22.0967161;IC 1435                ;032.07815;-53.88387; 0.01780; 161.800;  80.900; 73.1;IC 1435                ;NED;333.35948;-22.09672
234.3454335;+20.5497728;UGC 09937              ;032.24422;+51.65986; 0.01510; 145.201;  72.600; 62.0;UGC 09937              ;NED;234.34543;+20.54977
246.7622984;+16.3821988;UGC 10388              ;032.43496;+39.17286; 0.01544;  81.004;  40.502; 63.4;UGC 10388              ;NED;246.76230;+16.38220
294.3874382;-06.2180073;2MASX J19373299-0613046;032.59042;-13.07361; 0.01025;  92.124;  46.062; 42.1;2MASX J19373299-0613046;NED;294.38744;-06.21801
341.1999602;-23.6881160;NGC 7359               ;032.67735;-61.27196; 0.01086; 120.206;  60.103; 44.6;NGC 7359               ;NED;341.19996;-23.68812
259.8884536;+11.2073569;UGC 10802              ;032.83150;+25.42526; 0.02133; 253.264; 126.632; 87.6;UGC 10802              ;NED;259.88845;+11.20736
337.0734630;-22.4376821;ESO 533- G 030         ;033.16565;-57.28265; 0.02002; 136.132;  68.066; 82.2;ESO 533- G 030         ;NED;337.07346;-22.43768
330.5768582;-20.5477741;NGC 7180               ;033.25160;-50.95024; 0.00413;  17.398;   8.699; 17.0;NGC 7180               ;NED;330.57686;-20.54777
240.3706337;+19.3598601;NGC 6028               ;033.29872;+45.91487; 0.01493;  70.881;  35.441; 61.3;NGC 6028               ;NED;240.37063;+19.35986
240.2793449;+19.4484664;CGCG 108-053           ;033.37798;+46.02546; 0.01450;  60.943;  30.471; 59.5;Z 108-053              ;NED;240.27934;+19.44847
330.7363960;-20.4713031;NGC 7185               ;033.44110;-51.06839; 0.00597;  20.251;  10.126; 24.5;NGC 7185               ;NED;330.73640;-20.47130
334.1211492;-21.4307198;IC 1438                ;033.51237;-54.37137; 0.00873;  93.717;  46.858; 35.8;IC 1438                ;NED;334.12115;-21.43072
264.1094186;+10.0207750;CGCG 083-004           ;033.57871;+21.16516; 0.02122; 224.013; 112.007; 87.1;Z 083-004              ;NED;264.10942;+10.02077
339.7730420;-22.6666927;NGC 7341               ;034.01942;-59.74628; 0.01478; 552.804; 276.402; 60.7;NGC 7341               ;NED;339.77304;-22.66669
261.7979951;+11.5436029;NGC 6368               ;034.03134;+23.86693; 0.00922; 115.571;  57.786; 37.9;NGC 6368               ;NED;261.79799;+11.54360
226.6739879;+23.6419396;IC 4534                ;034.03867;+59.34328; 0.01646; 149.603;  74.802; 67.6;IC 4534                ;NED;226.67399;+23.64194
217.7754560;+25.3550731;NGC 5659               ;034.04681;+67.61808; 0.01494; 100.536;  50.268; 61.4;NGC 5659               ;NED;217.77546;+25.35507
308.4221957;-11.3688745;NGC 6931               ;034.06271;-27.79952; 0.01184;  77.830;  38.915; 48.6;NGC 6931               ;NED;308.42220;-11.36887
271.0938664;+07.2803554;CGCG 056-009           ;034.14444;+13.75658; 0.00653;  55.635;  27.817; 26.8;Z 056-009              ;NED;271.09387;+07.28036
330.9634788;-19.8810817;ESO 601- G 012         ;034.43963;-51.08265; 0.01792; 110.361;  55.180; 73.6;ESO 601- G 012         ;NED;330.96348;-19.88108
334.7651986;-20.9399417;IC 1443                ;034.63028;-54.79778; 0.01673; 276.592; 138.296; 68.7;IC 1443                ;NED;334.76520;-20.93994
264.3889919;+11.1217436;UGC 10918              ;034.77350;+21.38444; 0.02161; 568.038; 284.019; 88.8;UGC 10918              ;NED;264.38899;+11.12174
238.2333862;+21.1004723;NGC 6008               ;034.79157;+48.36855; 0.01624; 131.405;  65.703; 66.7;NGC 6008               ;NED;238.23339;+21.10047
239.7963496;+20.7545516;NGC 6027a              ;034.96376;+46.87277; 0.01521;  91.885;  45.943; 62.5;NGC 6027a              ;NED;239.79635;+20.75455
274.0109859;+06.7468081;UGC 11177              ;034.96905;+10.92488; 0.02054; 197.380;  98.690; 84.3;UGC 11177              ;NED;274.01099;+06.74681
239.8022177;+20.7633292;NGC 6027               ;034.97845;+46.87026; 0.01483;  82.700;  41.350; 60.9;NGC 6027               ;NED;239.80222;+20.76333
217.0681262;+25.8487362;NGC 5629               ;035.06699;+68.32818; 0.01500; 296.621; 148.310; 61.6;NGC 5629               ;NED;217.06813;+25.84874
217.0300747;+25.8687381;IC 1017                ;035.10642;+68.36507; 0.01462; 122.547;  61.274; 60.0;IC 1017                ;NED;217.03007;+25.86874
234.1157109;+22.5003845;UGC 09927              ;035.17750;+52.43232; 0.01444;  77.115;  38.558; 59.3;UGC 09927              ;NED;234.11571;+22.50038
240.0998039;+20.8491085;UGC 10127              ;035.22260;+46.63202; 0.01609; 194.264;  97.132; 66.1;UGC 10127              ;NED;240.09980;+20.84911
214.6238292;+26.2878756;NGC 5553               ;035.42519;+70.56374; 0.01514; 105.303;  52.651; 62.2;NGC 5553               ;NED;214.62383;+26.28788
217.2061605;+26.0321569;IC 1020                ;035.60710;+68.23278; 0.01433;  68.369;  34.185; 58.9;IC 1020                ;NED;217.20616;+26.03216
240.7546355;+20.9559429;NGC 6032               ;035.64187;+46.08256; 0.01428;  85.315;  42.658; 58.7;NGC 6032               ;NED;240.75464;+20.95594
311.2623215;-11.1042085;NGC 6985               ;035.67989;-30.21412; 0.01948; 232.077; 116.038; 80.0;NGC 6985               ;NED;311.26232;-11.10421
330.5900114;-18.9165211;NGC 7183               ;035.69189;-50.42926; 0.00879; 220.428; 110.214; 36.1;NGC 7183               ;NED;330.59001;-18.91652
240.6269180;+21.1206016;CGCG 137-019           ;035.81584;+46.24628; 0.01519; 118.122;  59.061; 62.4;Z 137-019              ;NED;240.62692;+21.12060
341.9478741;-22.3121399;NGC 7377               ;035.82764;-61.58461; 0.01114; 425.993; 212.996; 45.7;NGC 7377               ;NED;341.94787;-22.31214
239.8496342;+21.6034965;UGC 10117              ;036.17207;+47.08140; 0.01793; 101.321;  50.661; 73.6;UGC 10117              ;NED;239.84963;+21.60350
308.0512032;-09.0561308;IC 1324                ;036.23565;-26.47919; 0.02035; 322.023; 161.012; 83.6;IC 1324                ;NED;308.05120;-09.05613
