_RAJ2000;_DEJ2000;Name;GLON;GLAT;z;Mbh;e_Mbh;Dist;SimbadName;NED;_RA.icrs;_DE.icrs
142.0508267;+03.4083119;CGCG 034-050           ;229.80904;+36.05123; 0.01178;  62.944;  31.472; 48.4;Z 034-050              ;NED;142.05083;+03.40831
042.1699782;-31.5362820;ESO 416- G 025         ;229.81242;-64.14923; 0.01665; 120.634;  60.317; 68.4;ESO 416- G 025         ;NED;042.16998;-31.53628
095.3781813;-22.0874606;NGC 2216               ;229.86115;-16.19064; 0.00958;  75.344;  37.672; 39.3;NGC 2216               ;NED;095.37818;-22.08746
048.3159942;-31.6531114;ESO 417- G 021         ;229.92181;-58.91385; 0.01376; 106.617;  53.308; 56.5;ESO 417- G 021         ;NED;048.31599;-31.65311
145.2247364;+05.1658522;NGC 2962               ;229.99663;+39.66836; 0.00656; 150.852;  75.426; 26.9;NGC 2962               ;NED;145.22474;+05.16585
168.8623370;+18.1103238;NGC 3599               ;230.08161;+66.13833; 0.00278;  30.802;  15.401; 11.4;NGC 3599               ;NED;168.86234;+18.11032
133.1585341;-02.6032315;NGC 2690               ;230.32829;+25.33037; 0.00536;  25.711;  12.855; 22.0;NGC 2690               ;NED;133.15853;-02.60323
043.0931058;-31.8173355;ESO 416- G 039         ;230.37671;-63.35306; 0.02259; 169.817;  84.909; 92.8;ESO 416- G 039         ;NED;043.09311;-31.81734
169.2457065;+18.1485405;NGC 3608               ;230.40276;+66.48119; 0.00418; 115.681;  57.841; 17.2;NGC 3608               ;NED;169.24571;+18.14854
169.2277939;+18.0517672;NGC 3607               ;230.59977;+66.42237; 0.00320; 241.045; 120.522; 13.1;NGC 3607               ;NED;169.22779;+18.05177
169.1942521;+18.0171007;NGC 3605               ;230.64093;+66.37824; 0.00223;  21.674;  10.837;  9.1;NGC 3605               ;NED;169.19425;+18.01710
189.0865919;+25.9876316;NGC 4565               ;230.75601;+86.43788; 0.00410; 155.618;  77.809; 16.8;NGC 4565               ;NED;189.08659;+25.98763
170.0158713;+18.3567655;NGC 3626               ;230.76713;+67.22806; 0.00498;  83.340;  41.670; 20.5;NGC 3626               ;NED;170.01587;+18.35677
141.4477608;+02.0894643;NGC 2878               ;230.79674;+34.84506; 0.02435; 243.681; 121.840;100.0;NGC 2878               ;NED;141.44776;+02.08946
044.6987749;-32.0992526;NGC 1165               ;230.88202;-61.98138; 0.01641; 219.922; 109.961; 67.4;NGC 1165               ;NED;044.69877;-32.09925
127.1963633;-06.9401488;MRK 1216               ;230.94317;+17.99777; 0.02150; 260.294; 130.147; 88.3;MRK 1216               ;NED;127.19636;-06.94015
140.0091176;+01.0382853;UGC 04956              ;230.94866;+33.06821; 0.01718; 259.140; 129.570; 70.6;UGC 04956              ;NED;140.00912;+01.03829
133.6128635;-03.0670329;NGC 2695               ;231.02972;+25.47016; 0.00612; 114.392;  57.196; 25.1;NGC 2695               ;NED;133.61286;-03.06703
133.7475733;-02.9876131;NGC 2697               ;231.03438;+25.62632; 0.00608;  26.313;  13.156; 25.0;NGC 2697               ;NED;133.74757;-02.98761
146.4229052;+04.9418785;NGC 2987               ;231.06410;+40.56742; 0.01248;  87.732;  43.866; 51.3;NGC 2987               ;NED;146.42291;+04.94188
044.0898221;-32.1856399;ESO 417- G 006         ;231.10891;-62.49339; 0.01629; 137.430;  68.715; 66.9;ESO 417- G 006         ;NED;044.08982;-32.18564
161.9267179;+13.9856101;NGC 3377               ;231.17849;+58.31813; 0.00222;  39.924;  19.962;  9.1;NGC 3377               ;NED;161.92672;+13.98561
174.9079546;+20.4538515;NGC 3787               ;231.21815;+72.29360; 0.02332; 244.509; 122.255; 95.8;NGC 3787               ;NED;174.90795;+20.45385
052.0274953;-32.2861675;NGC 1339               ;231.22561;-55.78028; 0.00464;  43.565;  21.782; 19.1;NGC 1339               ;NED;052.02750;-32.28617
030.5452128;-31.0183362;ESO 414- G 026         ;231.27321;-74.08042; 0.01876; 141.797;  70.899; 77.0;ESO 414- G 026         ;NED;030.54521;-31.01834
133.9534055;-03.1275880;NGC 2699               ;231.28726;+25.72580; 0.00616;  49.192;  24.596; 25.3;NGC 2699               ;NED;133.95341;-03.12759
133.9021974;-03.1839498;NGC 2698               ;231.30991;+25.65249; 0.00620;  71.761;  35.881; 25.5;NGC 2698               ;NED;133.90220;-03.18395
041.5025160;-32.1543906;ESO 416- G 018         ;231.31315;-64.68176; 0.02190; 207.719; 103.859; 89.9;ESO 416- G 018         ;NED;041.50252;-32.15439
073.9631536;-29.8834821;NGC 1701               ;231.32264;-36.87510; 0.01947; 270.636; 135.318; 79.9;NGC 1701               ;NED;073.96315;-29.88348
077.2205743;-29.2512887;NGC 1812               ;231.40274;-33.97305; 0.01306; 139.704;  69.852; 53.6;NGC 1812               ;NED;077.22057;-29.25129
077.1781909;-29.2760125;NGC 1811               ;231.42033;-34.01507; 0.01317;  95.212;  47.606; 54.1;NGC 1811               ;NED;077.17819;-29.27601
063.4197285;-31.6454633;NGC 1537               ;231.46003;-46.09999; 0.00454; 166.482;  83.241; 18.7;NGC 1537               ;NED;063.41973;-31.64546
142.4431336;+02.0642577;NGC 2898               ;231.47238;+35.67316; 0.01183;  78.181;  39.091; 48.6;NGC 2898               ;NED;142.44313;+02.06426
037.0838488;-31.8810857;ESO 415- G 026         ;231.48724;-68.43733; 0.01536;  79.433;  39.716; 63.1;ESO 415- G 026         ;NED;037.08385;-31.88109
166.1435856;+16.0616833;UGC 06137              ;231.50591;+62.88637; 0.02122; 258.865; 129.433; 87.1;UGC 06137              ;NED;166.14359;+16.06168
134.0336091;-03.3601135;NGC 2708               ;231.55288;+25.66930; 0.00670; 227.716; 113.858; 27.5;NGC 2708               ;NED;134.03361;-03.36011
125.2007362;-08.9184845;NGC 2574               ;231.62739;+15.27923; 0.00956;  69.957;  34.978; 39.2;NGC 2574               ;NED;125.20074;-08.91848
053.8881272;-32.4649440;ESO 358- G 025         ;231.63525;-54.21630; 0.00463;   6.996;   3.498; 19.0;ESO 358- G 025         ;NED;053.88813;-32.46494
042.1883944;-32.3470566;ESO 356- GA011         ;231.66530;-64.08980; 0.02245; 253.154; 126.577; 92.2;ESO 356- GA011         ;NED;042.18839;-32.34706
145.1516499;+03.5769977;NGC 2960               ;231.68886;+38.76776; 0.01645; 212.898; 106.449; 67.6;NGC 2960               ;NED;145.15165;+03.57700
146.5147285;+04.4033556;UGC 05226              ;231.72756;+40.35865; 0.01662; 146.522;  73.261; 68.3;UGC 05226              ;NED;146.51473;+04.40336
065.1096820;-31.7246364;IC 2059                ;231.85283;-44.68642; 0.00944;  62.288;  31.144; 38.8;IC 2059                ;NED;065.10968;-31.72464
168.7986692;+17.2626558;NGC 3598               ;231.85854;+65.69502; 0.02050; 406.759; 203.380; 84.2;NGC 3598               ;NED;168.79867;+17.26266
053.8347454;-32.6024196;ESO 358- G 022         ;231.86726;-54.26673; 0.00398;   8.715;   4.358; 16.3;ESO 358- G 022         ;NED;053.83475;-32.60242
175.1736544;+20.3429571;NGC 3805               ;231.90684;+72.46929; 0.02199; 593.247; 296.623; 90.3;NGC 3805               ;NED;175.17365;+20.34296
139.4617664;-00.2784903;IC 0531                ;231.91822;+31.90004; 0.01745; 105.591;  52.796; 71.7;IC 0531                ;NED;139.46177;-00.27849
094.8216069;-24.4661843;ESO 489- G 037         ;231.94499;-17.58492; 0.00912;  60.062;  30.031; 37.4;ESO 489- G 037         ;NED;094.82161;-24.46618
063.4571384;-32.0070236;ESO 420- G 013         ;231.98309;-46.11509; 0.01191; 147.050;  73.525; 48.9;ESO 420- G 013         ;NED;063.45714;-32.00702
174.1183270;+19.8114311;ARK 302                ;232.02135;+71.34514; 0.02215; 172.225;  86.112; 91.0;ARK 302                ;NED;174.11833;+19.81143
162.8239668;+13.9459686;NGC 3419               ;232.07464;+59.05491; 0.01012;  51.155;  25.578; 41.6;NGC 3419               ;NED;162.82397;+13.94597
094.7478999;-24.6302170;ESO 489- G 035         ;232.07737;-17.70937; 0.00935;  66.266;  33.133; 38.4;ESO 489- G 035         ;NED;094.74790;-24.63022
144.4376653;+02.7473439;NGC 2937               ;232.09113;+37.72051; 0.02270; 274.863; 137.431; 93.2;NGC 2937               ;NED;144.43767;+02.74734
085.8873643;-27.6514756;ESO 424- G 012         ;232.13825;-26.21494; 0.00991;  30.309;  15.155; 40.7;ESO 424- G 012         ;NED;085.88736;-27.65148
176.3652221;+20.8071009;CGCG 127-048           ;232.15839;+73.67533; 0.02313; 155.687;  77.843; 95.0;Z 127-048              ;NED;176.36522;+20.80710
183.9063887;+23.9818200;NGC 4213               ;232.23810;+81.33460; 0.02248; 467.151; 233.576; 92.3;NGC 4213               ;NED;183.90639;+23.98182
051.5094058;-32.8946137;IC 1919                ;232.29807;-56.22883; 0.00441;   3.547;   1.773; 18.1;IC 1919                ;NED;051.50941;-32.89461
075.5740295;-30.4547063;ESO 422- G 023         ;232.40584;-35.64912; 0.02134; 194.848;  97.424; 87.6;ESO 422- G 023         ;NED;075.57403;-30.45471
180.4695659;+22.5314318;UGC 07010              ;232.47125;+77.86029; 0.02239; 185.684;  92.842; 92.0;UGC 07010              ;NED;180.46957;+22.53143
175.5379128;+20.3156827;NGC 3821               ;232.49646;+72.76320; 0.01931; 209.130; 104.565; 79.3;NGC 3821               ;NED;175.53791;+20.31568
165.0099665;+14.8415488;NGC 3485               ;232.63962;+61.33668; 0.00479;  24.415;  12.208; 19.7;NGC 3485               ;NED;165.00997;+14.84155
063.2491331;-32.5533319;IC 2040                ;232.73662;-46.35533; 0.00446;   5.827;   2.913; 18.3;IC 2040                ;NED;063.24913;-32.55333
096.7199447;-24.6171244;ESO 489- G 057         ;232.78625;-16.04990; 0.02340; 431.649; 215.824; 96.1;ESO 489- G 057         ;NED;096.71994;-24.61712
162.7221358;+13.4121117;NGC 3412               ;232.86960;+58.69999; 0.00280;  41.701;  20.851; 11.5;NGC 3412               ;NED;162.72214;+13.41211
175.4501972;+20.1035974;NGC 3816               ;233.00714;+72.59397; 0.01923; 345.050; 172.525; 79.0;NGC 3816               ;NED;175.45020;+20.10360
176.6965778;+20.6753223;NGC 3883               ;233.07392;+73.89450; 0.02343; 372.772; 186.386; 96.2;NGC 3883               ;NED;176.69658;+20.67532
033.1540868;-31.9446692;NGC 0857               ;233.07951;-71.72945; 0.01169; 138.480;  69.240; 48.0;NGC 0857               ;NED;033.15409;-31.94467
062.9972590;-32.8508560;NGC 1531               ;233.13189;-46.59895; 0.00390;  41.927;  20.964; 16.0;NGC 1531               ;NED;062.99726;-32.85086
063.0181369;-32.8742717;NGC 1532               ;233.16850;-46.58402; 0.00347; 157.596;  78.798; 14.2;NGC 1532               ;NED;063.01814;-32.87427
083.6725722;-29.2320304;ESO 423- G 024         ;233.16935;-28.54993; 0.01314; 217.726; 108.863; 54.0;ESO 423- G 024         ;NED;083.67257;-29.23203
086.1639490;-28.5546192;ESO 424- G 017         ;233.17970;-26.26599; 0.01005;  39.838;  19.919; 41.3;ESO 424- G 017         ;NED;086.16395;-28.55462
176.2748430;+20.4382609;UGC 06725              ;233.19128;+73.43511; 0.02294; 185.647;  92.824; 94.2;UGC 06725              ;NED;176.27484;+20.43826
100.7208918;-23.4760110;NGC 2271               ;233.22513;-12.24606; 0.00866; 129.791;  64.896; 35.6;NGC 2271               ;NED;100.72089;-23.47601
146.5848580;+03.0455804;IC 0563                ;233.26709;+39.68153; 0.02002; 122.426;  61.213; 82.2;IC 0563                ;NED;146.58486;+03.04558
175.3429629;+19.9625508;CGCG 097-055           ;233.27096;+72.43982; 0.02190; 148.305;  74.152; 89.9;Z 097-055              ;NED;175.34296;+19.96255
161.9567163;+12.5816119;MESSIER 105            ;233.49020;+57.63283; 0.00304; 184.692;  92.346; 12.5;MESSIER 105            ;NED;161.95672;+12.58161
119.6252351;-14.3542906;NGC 2501               ;233.49986;+07.79706; 0.00722;  70.518;  35.259; 29.7;NGC 2501               ;NED;119.62523;-14.35429
162.0704711;+12.6292821;NGC 3384               ;233.52218;+57.75243; 0.00235;  74.690;  37.345;  9.6;NGC 3384               ;NED;162.07047;+12.62928
052.7839134;-33.6286987;NGC 1350               ;233.61255;-55.16772; 0.00635; 140.376;  70.188; 26.1;NGC 1350               ;NED;052.78391;-33.62870
176.3493677;+20.3254064;ARK 321                ;233.65550;+73.44564; 0.02337; 206.451; 103.225; 96.0;ARK 321                ;NED;176.34937;+20.32541
073.8764878;-31.8102141;ESO 422- G 010         ;233.66304;-37.36012; 0.01895; 165.579;  82.790; 77.8;ESO 422- G 010         ;NED;073.87649;-31.81021
176.5508231;+20.3915993;NGC 3884               ;233.75525;+73.64377; 0.02317; 598.139; 299.070; 95.1;NGC 3884               ;NED;176.55082;+20.39160
055.2651219;-33.7793638;ESO 358- G 050         ;233.91483;-53.10571; 0.00419;   7.575;   3.788; 17.2;ESO 358- G 050         ;NED;055.26512;-33.77936
094.0273632;-26.8057120;ESO 489- G 028         ;233.94974;-19.12304; 0.02126; 137.505;  68.752; 87.3;ESO 489- G 028         ;NED;094.02736;-26.80571
176.0032421;+20.0292382;NGC 3844               ;234.04196;+73.02039; 0.02261; 157.640;  78.820; 92.9;NGC 3844               ;NED;176.00324;+20.02924
176.1963553;+20.1250096;UGC 06719              ;234.04244;+73.22550; 0.02192; 203.137; 101.569; 90.0;UGC 06719              ;NED;176.19636;+20.12501
099.6202792;-24.8487122;NGC 2263               ;234.08855;-13.72417; 0.00915; 119.407;  59.703; 37.6;NGC 2263               ;NED;099.62028;-24.84871
091.3249459;-27.8569956;IC 2158                ;234.08873;-21.74053; 0.00520;  25.263;  12.632; 21.3;IC 2158                ;NED;091.32495;-27.85700
129.7826114;-08.8620413;MCG -01-22-031         ;234.09822;+19.14283; 0.01994; 115.450;  57.725; 81.9;MCG -01-22-031         ;NED;129.78261;-08.86204
179.7597379;+21.8081845;UGC 06976              ;234.15166;+76.95412; 0.02150; 150.919;  75.460; 88.3;UGC 06976              ;NED;179.75974;+21.80818
176.0090277;+19.9718187;NGC 3841               ;234.22420;+72.99824; 0.02120; 171.435;  85.718; 87.1;NGC 3841               ;NED;176.00903;+19.97182
176.0090295;+19.9497646;NGC 3842               ;234.29071;+72.98785; 0.02107; 665.939; 332.969; 86.5;NGC 3842               ;NED;176.00903;+19.94976
073.4524447;-32.4400213;ESO 361- G 016         ;234.35368;-37.83572; 0.01831; 140.251;  70.126; 75.2;ESO 361- G 016         ;NED;073.45244;-32.44002
165.0774210;+13.9011910;NGC 3489               ;234.38362;+60.91318; 0.00226;  54.004;  27.002;  9.3;NGC 3489               ;NED;165.07742;+13.90119
175.9854763;+19.8948098;NGC 3837               ;234.42029;+72.94236; 0.02045; 280.703; 140.351; 84.0;NGC 3837               ;NED;175.98548;+19.89481
178.1934827;+20.9892643;NGC 3940               ;234.42254;+75.28291; 0.02141; 369.508; 184.754; 87.9;NGC 3940               ;NED;178.19348;+20.98926
161.6906392;+11.8199232;MESSIER 096            ;234.43541;+57.01043; 0.00299; 170.966;  85.483; 12.3;MESSIER 096            ;NED;161.69064;+11.81992
151.2246531;+05.0625556;UGC 05432              ;234.45059;+44.65327; 0.01333;  93.065;  46.533; 54.7;UGC 05432              ;NED;151.22465;+05.06256
132.8991698;-07.2610506;MCG -01-23-005         ;234.46976;+22.60172; 0.01805; 118.600;  59.300; 74.1;MCG -01-23-005         ;NED;132.89917;-07.26105
098.5297370;-25.6820727;ESO 490- G?015         ;234.47011;-14.96128; 0.00891;  24.387;  12.193; 36.6;ESO 490- G?015         ;NED;098.52974;-25.68207
192.1002268;+26.8576262;CGCG 159-079           ;234.56129;+89.27134; 0.02473; 188.963;  94.481;101.6;Z 159-079              ;NED;192.10023;+26.85763
093.2614490;-27.7298569;ESO 425- G 014         ;234.60381;-20.09149; 0.00977; 107.311;  53.655; 40.1;ESO 425- G 014         ;NED;093.26145;-27.72986
176.2661556;+19.9735987;NGC 3861               ;234.61202;+73.21202; 0.01696; 191.224;  95.612; 69.7;NGC 3861               ;NED;176.26616;+19.97360
175.8523244;+19.7497920;IC 2951                ;234.65081;+72.76319; 0.02035; 215.372; 107.686; 83.6;IC 2951                ;NED;175.85232;+19.74979
038.0810491;-33.2025049;MCG -06-06-012         ;234.67374;-67.42711; 0.02153; 221.103; 110.552; 88.4;MCG -06-06-012         ;NED;038.08105;-33.20250
017.1980615;-28.5823852;IC 1628                ;234.69751;-85.89812; 0.01817; 367.655; 183.828; 74.6;IC 1628                ;NED;017.19806;-28.58239
085.8139079;-30.0784216;NGC 2049               ;234.70067;-27.01899; 0.01000;  89.082;  44.541; 41.1;NGC 2049               ;NED;085.81391;-30.07842
097.3081547;-26.4963287;ESO 490- G 006         ;234.80405;-16.28914; 0.02259; 339.858; 169.929; 92.8;ESO 490- G 006         ;NED;097.30815;-26.49633
095.4158687;-27.2337675;NGC 2217               ;234.85044;-18.13068; 0.00540; 273.259; 136.630; 22.2;NGC 2217               ;NED;095.41587;-27.23377
073.0207758;-32.9904933;MCG -05-12-006         ;234.95528;-38.29462; 0.01875; 111.565;  55.783; 77.0;MCG -05-12-006         ;NED;073.02078;-32.99049
053.8794147;-34.4471137;IC 0335                ;235.02647;-54.25840; 0.00540;  40.943;  20.471; 22.2;IC 0335                ;NED;053.87941;-34.44711
176.2049942;+19.7949601;NGC 3860               ;235.05808;+73.07604; 0.01866; 154.793;  77.396; 76.6;NGC 3860               ;NED;176.20499;+19.79496
051.8252462;-34.5265037;ESO 358- G 006         ;235.21852;-55.94983; 0.00427;   7.451;   3.726; 17.5;ESO 358- G 006         ;NED;051.82525;-34.52650
148.1237078;+02.1544386;NGC 3039               ;235.35490;+40.45925; 0.01670; 176.248;  88.124; 68.6;NGC 3039               ;NED;148.12371;+02.15444
178.3346932;+20.7515687;NGC 3947               ;235.49268;+75.28783; 0.02067; 227.882; 113.941; 84.9;NGC 3947               ;NED;178.33469;+20.75157
176.4421200;+19.7738993;NGC 3873               ;235.49505;+73.26103; 0.01813; 265.455; 132.728; 74.4;NGC 3873               ;NED;176.44212;+19.77390
054.1979565;-34.7396677;NGC 1380A              ;235.52192;-53.99372; 0.00521;  12.219;   6.109; 21.4;NGC 1380A              ;NED;054.19796;-34.73967
176.4560767;+19.7673765;NGC 3875               ;235.53706;+73.26932; 0.02321; 277.652; 138.826; 95.3;NGC 3875               ;NED;176.45608;+19.76738
125.3511937;-13.3178651;NGC 2578               ;235.55923;+13.07765; 0.01535; 276.334; 138.167; 63.0;NGC 2578               ;NED;125.35119;-13.31786
178.1776101;+20.6312639;NGC 3937               ;235.63094;+75.10123; 0.02224; 544.171; 272.085; 91.3;NGC 3937               ;NED;178.17761;+20.63126
177.0140397;+20.0062384;CGCG 097-155           ;235.70364;+73.84389; 0.02417; 174.077;  87.038; 99.3;Z 097-155              ;NED;177.01404;+20.00624
176.2709039;+19.6062762;NGC 3862               ;235.72734;+73.03843; 0.02172; 486.438; 243.219; 89.2;NGC 3862               ;NED;176.27090;+19.60628
052.6458235;-34.8540027;NGC 1351               ;235.76295;-55.26578; 0.00505;  44.347;  22.173; 20.7;NGC 1351               ;NED;052.64582;-34.85400
101.0939493;-26.1088496;ESO 490- G 037         ;235.82737;-13.01996; 0.00838; 122.962;  61.481; 34.4;ESO 490- G 037         ;NED;101.09395;-26.10885
176.7733639;+19.8372072;NGC 3886               ;235.83507;+73.56387; 0.01958; 317.680; 158.840; 80.4;NGC 3886               ;NED;176.77336;+19.83721
176.2089499;+19.5327926;NGC 3857               ;235.84776;+72.95144; 0.02096; 141.754;  70.877; 86.1;NGC 3857               ;NED;176.20895;+19.53279
054.1149985;-34.9760554;NGC 1380               ;235.92588;-54.05857; 0.00626; 188.195;  94.098; 25.7;NGC 1380               ;NED;054.11500;-34.97606
101.5918274;-26.1087357;ESO 490- G 041         ;236.01492;-12.61200; 0.00782;  89.638;  44.819; 32.1;ESO 490- G 041         ;NED;101.59183;-26.10874
079.8993621;-32.6577874;ESO 362- G 018         ;236.02230;-32.57127; 0.01244;  97.494;  48.747; 51.1;ESO 362- G 018         ;NED;079.89936;-32.65779
055.5947888;-35.1540556;NGC 1428               ;236.20158;-52.84542; 0.00547;  18.714;   9.357; 22.5;NGC 1428               ;NED;055.59479;-35.15406
126.5820264;-13.3031520;IC 2375                ;236.21098;+14.09428; 0.01962; 231.933; 115.967; 80.6;IC 2375                ;NED;126.58203;-13.30315
178.2358212;+20.4790441;NGC 3943               ;236.25105;+75.07519; 0.02181; 223.161; 111.581; 89.6;NGC 3943               ;NED;178.23582;+20.47904
053.7467807;-35.1711654;NGC 1373               ;236.27031;-54.35573; 0.00445;   5.310;   2.655; 18.3;NGC 1373               ;NED;053.74678;-35.17117
054.2874155;-35.1950847;NGC 1380B              ;236.29386;-53.91343; 0.00580;  20.837;  10.419; 23.8;NGC 1380B              ;NED;054.28742;-35.19508
128.2711570;-12.3555679;IC 0513                ;236.31879;+15.99151; 0.01982; 261.977; 130.989; 81.4;IC 0513                ;NED;128.27116;-12.35557
126.4688971;-13.5110913;MCG -02-22-011         ;236.32948;+13.88903; 0.01985; 180.181;  90.090; 81.5;MCG -02-22-011         ;NED;126.46890;-13.51109
053.8192034;-35.2263066;NGC 1374               ;236.36222;-54.29515; 0.00432;  53.808;  26.904; 17.7;NGC 1374               ;NED;053.81920;-35.22631
176.3747394;+19.4446268;NGC 3868               ;236.37496;+73.04328; 0.02135; 149.082;  74.541; 87.7;NGC 3868               ;NED;176.37474;+19.44463
053.8201660;-35.2657241;NGC 1375               ;236.42970;-54.29332; 0.00247;  19.164;   9.582; 10.1;NGC 1375               ;NED;053.82017;-35.26572
031.4431319;-32.6765060;ESO 354- G 034         ;236.44229;-72.99024; 0.01969; 165.150;  82.575; 80.9;ESO 354- G 034         ;NED;031.44313;-32.67651
054.1320799;-35.2952488;NGC 1381               ;236.46895;-54.03802; 0.00575;  45.522;  22.761; 23.6;NGC 1381               ;NED;054.13208;-35.29525
172.0392434;+16.9204315;NGC 3691               ;236.55570;+68.21318; 0.00362;   5.260;   2.630; 14.9;NGC 3691               ;NED;172.03924;+16.92043
032.5255873;-32.9399233;IC 1783                ;236.56380;-72.04379; 0.01117;  89.725;  44.862; 45.9;IC 1783                ;NED;032.52559;-32.93992
055.5810432;-35.3926957;2MASX J03421942-3523337;236.59689;-52.85456; 0.00472;  79.767;  39.884; 19.4;2MASX J03421942-3523337;NED;055.58104;-35.39270
175.9071976;+19.0904045;NGC 3834               ;236.65806;+72.48361; 0.02273; 170.981;  85.491; 93.3;NGC 3834               ;NED;175.90720;+19.09040
146.4726866;-00.2682868;IC 0560                ;236.69024;+37.71686; 0.00613;  21.781;  10.890; 25.2;IC 0560                ;NED;146.47269;-00.26829
101.8477050;-26.7362675;NGC 2295               ;236.69775;-12.66059; 0.00608;  81.234;  40.617; 25.0;NGC 2295               ;NED;101.84770;-26.73627
054.6212411;-35.4508082;NGC 1399               ;236.71651;-53.63559; 0.00475; 319.908; 159.954; 19.5;NGC 1399               ;NED;054.62124;-35.45081
054.0165378;-35.4412520;NGC 1379               ;236.72205;-54.12830; 0.00442;  61.324;  30.662; 18.1;NGC 1379               ;NED;054.01654;-35.44125
136.6417696;-07.2409777;MCG -01-23-019         ;236.73419;+25.68656; 0.01930; 321.394; 160.697; 79.3;MCG -01-23-019         ;NED;136.64177;-07.24098
101.9289106;-26.7543776;NGC 2293               ;236.74517;-12.60189; 0.00679; 110.353;  55.176; 27.9;NGC 2293               ;NED;101.92891;-26.75438
177.6730272;+20.0150962;NGC 3919               ;236.79173;+74.38687; 0.02046; 325.590; 162.795; 84.0;NGC 3919               ;NED;177.67303;+20.01510
054.2378285;-35.5066964;NGC 1387               ;236.82463;-53.94628; 0.00434; 146.189;  73.095; 17.8;NGC 1387               ;NED;054.23783;-35.50670
160.1182653;+09.1825412;NGC 3332               ;236.83191;+54.26838; 0.01921; 422.967; 211.484; 78.9;NGC 3332               ;NED;160.11827;+09.18254
100.9353646;-27.2665419;ESO 490- G 035         ;236.85587;-13.61885; 0.00714;  28.095;  14.047; 29.3;ESO 490- G 035         ;NED;100.93536;-27.26654
143.6120661;-02.5041709;NGC 2917               ;236.88832;+34.09046; 0.01226;  92.518;  46.259; 50.3;NGC 2917               ;NED;143.61207;-02.50417
136.7488930;-07.3940101;MCG -01-23-021         ;236.94092;+25.68620; 0.01946; 185.555;  92.778; 79.9;MCG -01-23-021         ;NED;136.74889;-07.39401
100.6722025;-27.4595134;NGC 2272               ;236.94111;-13.91041; 0.00710; 105.778;  52.889; 29.2;NGC 2272               ;NED;100.67220;-27.45951
175.6511549;+18.8454846;NGC 3827               ;236.94599;+72.15049; 0.01045;  34.023;  17.011; 42.9;NGC 3827               ;NED;175.65115;+18.84548
054.7164122;-35.5944427;NGC 1404               ;236.95531;-53.55469; 0.00649; 196.883;  98.441; 26.7;NGC 1404               ;NED;054.71641;-35.59444
103.2581603;-26.5251237;ESO 491- G 006         ;237.03579;-11.42570; 0.00825; 104.065;  52.033; 33.9;ESO 491- G 006         ;NED;103.25816;-26.52512
148.3343114;+00.6977152;NGC 3042               ;237.07139;+39.79300; 0.01259; 177.982;  88.991; 51.7;NGC 3042               ;NED;148.33431;+00.69772
104.8389475;-25.8997937;ESO 491- G 013         ;237.07235;-09.87617; 0.00894;  48.895;  24.447; 36.7;ESO 491- G 013         ;NED;104.83895;-25.89979
128.4588213;-13.1745346;NGC 2612               ;237.13430;+15.69366; 0.00572;  65.024;  32.512; 23.5;NGC 2612               ;NED;128.45882;-13.17453
054.2989883;-35.7461668;NGC 1389               ;237.22844;-53.88920; 0.00307;  31.109;  15.554; 12.6;NGC 1389               ;NED;054.29899;-35.74617
035.2765875;-33.7207262;NGC 0897               ;237.26971;-69.62743; 0.01587; 479.548; 239.774; 65.2;NGC 0897               ;NED;035.27659;-33.72073
174.2275031;+17.8884656;NGC 3764 NED01         ;237.31690;+70.49904; 0.01145;  38.375;  19.187; 47.0;                       ;NED;174.22750;+17.88847
125.9018551;-15.0360908;MCG -02-22-008         ;237.33820;+12.59925; 0.01528; 281.230; 140.615; 62.8;MCG -02-22-008         ;NED;125.90185;-15.03609
051.6341916;-35.7136135;NGC 1336               ;237.35213;-56.05144; 0.00473;  16.312;   8.156; 19.4;NGC 1336               ;NED;051.63419;-35.71361
165.1475451;+12.1615563;NGC 3491               ;237.42773;+60.02949; 0.02130; 304.640; 152.320; 87.5;NGC 3491               ;NED;165.14754;+12.16156
037.7062604;-34.2209489;IC 1813                ;237.43672;-67.55224; 0.01494; 134.005;  67.003; 61.4;IC 1813                ;NED;037.70626;-34.22095
058.6186241;-35.9671918;IC 2006                ;237.51256;-50.38585; 0.00461;  57.585;  28.792; 18.9;IC 2006                ;NED;058.61862;-35.96719
056.2649066;-35.9726697;ESO 358- G 059         ;237.53774;-52.29067; 0.00336;   9.591;   4.796; 13.8;ESO 358- G 059         ;NED;056.26491;-35.97267
174.3102377;+17.8399019;NGC 3768               ;237.56488;+70.54052; 0.01157; 123.681;  61.841; 47.5;NGC 3768               ;NED;174.31024;+17.83990
037.6591778;-34.2642278;IC 1811                ;237.56850;-67.58155; 0.01623; 100.073;  50.037; 66.6;IC 1811                ;NED;037.65918;-34.26423
077.7879379;-34.3934907;ESO 362- G 008         ;237.60080;-34.66478; 0.01575; 237.815; 118.907; 64.7;ESO 362- G 008         ;NED;077.78794;-34.39349
054.1926516;-35.9993058;NGC 1386               ;237.66348;-53.96594; 0.00289;  53.085;  26.543; 11.9;NGC 1386               ;NED;054.19265;-35.99931
176.6435269;+19.1100398;ARK 322                ;237.80740;+73.09096; 0.02059; 133.681;  66.840; 84.6;ARK 322                ;NED;176.64353;+19.11004
